Flota,Ano,CONCEPTO,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SET,OCT,NOV,DIC,PROMEDIO
Artesanal,2000,PRIMERA GDE.,743.3,816.88,917.86,938.79,749.71,789.58,797.66,729.37,762.78,796.09,847.37,772.95,805.2
Artesanal,2000,PRIMERA PEQ.,635.64,703.23,734.22,759.86,984.09,678.87,688.98,692.55,678.71,697.01,695.69,671.09,718.33
Artesanal,2000,CLASIFICADO,220.69,324.18,325.42,392.14,369.3,367.55,439.06,428.6,491.73,415.86,435.78,338.89,379.1
Artesanal,2000,CHATARRA,119.36,177.1,186.34,136.99,145.14,167.71,165.62,142.54,167.34,218.6,245.71,208.97,173.45
Artesanal,2000,AGRIA COLA,279.78,278.73,288.99,273.66,289.36,325.45,330.27,299.39,309.71,332.54,322.59,251.17,298.47
Artesanal,2000,CABRILLA,1109.3,1070.07,1070.6,1066.05,1004.5,789.43,802.9,712.99,780.79,691.26,870.61,784.99,896.12
Artesanal,2000,PARGO SEDA,577.41,671.68,687.1,597.3,641.36,581.22,637.71,605.82,629.69,644.43,604.8,670.71,629.1
Artesanal,2000,DORADO,440.05,484.64,754.37,786.92,1017.55,1255.18,1036.18,774.61,716.76,492.17,253.91,208.47,685.07
Artesanal,2000,MARLIN BLCO.,431.93,467.5,646.54,579.37,447.57,410.04,380.53,354.62,365.11,370.7,415.21,374.13,436.94
Artesanal,2000,MARLIN ROS.,201.5,229.15,266.9,248.38,218.98,194.22,217.8,203.8,207.33,183.94,214.77,191.58,214.86
Artesanal,2000,TREACHER,94.82,126.59,153.31,156.57,133.8,110.2,116.54,107.6,167.84,136.27,113.7,93.78,125.92
Artesanal,2000,PEZ VELA,165.26,136.55,145.58,184.45,149.09,133.91,142.95,141.15,144.77,141.45,155.55,160.05,150.06
Artesanal,2000,PEZ ESPADA,992.82,921.29,1209.32,1194.34,1393.23,1359.38,1462.65,1136.25,1343.65,1159.84,724.63,813.41,1142.57
Artesanal,2000,TOT PESC EVIS (1),,,,,,,,,,,,,
Artesanal,2000,SARDINA,60.24,60.75,76.35,60.99,50,50,52.88,68.06,78.83,58.4,68.94,96.69,65.18
Artesanal,2000,ATUN,892.16,1030.97,1008.96,770.17,1002.91,798.9,1066.89,840.81,919.15,1206.22,788.58,898.9,935.39
Artesanal,2000,TOT PELAGICOS (2),,,,,,,,,,,,,
Artesanal,2000,CAZON,270.25,280.51,321.92,280.96,241.32,228.42,268.37,268.8,231.44,214.6,210.93,207.07,252.05
Artesanal,2000,POSTA,149.8,182.94,261.83,188.52,176.2,163.68,184.3,202.51,178.59,151.47,141.9,146.76,177.38
Artesanal,2000,MACO,75.16,135.7,177,142.9,105.73,220.37,106.52,104.46,141.64,80,91.87,,125.58
Artesanal,2000,TOTAL TIBURON (3),,,,,,,,,,,,,
Artesanal,2000,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Artesanal,2000,CAMARON BLCO.,4916.67,4977.77,5136.56,5336.74,4505.9,3735.58,4527.35,6065.63,5960.03,6107.93,5868.15,5714.51,5237.74
Artesanal,2000,CAMARON CAFE,,,,,,,,,,,,,
Artesanal,2000,CAMARON ROSADO,,,,,,,,,,,,,
Artesanal,2000,CAMARON FIDEL,,,,,,,,,,,,,
Artesanal,2000,CAMARON CAMELLO,,,,,,,,,,,,,
Artesanal,2000,CAMARON REAL,,,,,,,,,,,,,
Artesanal,2000,CAMARON TITI,800,839.14,,,742.95,906.65,983.39,841.91,703.8,,,1149.2,870.88
Artesanal,2000,TOT CAMARON   (4),,,,,,,,,,,,,
Artesanal,2000,LANG PACIFICA (CTE),4097.76,4766.08,4472.2,4068.02,4680.58,5043.33,5185.03,4236.21,4789.35,2942.15,3598.32,4225.7,4342.06
Artesanal,2000,LANG CARIBE,,2472.49,2463.55,2468.35,2574.93,2559.62,2455.41,2482.5,,2497.47,2500.04,2499.23,2497.36
Artesanal,2000,TOT LANGOSTA  (5),,,,,,,,,,,,,
Artesanal,2000,CALAMAR,325,250.46,338.62,250,,292.48,285.87,250.81,250.59,,200,250.73,269.46
Artesanal,2000,PULPO,471.77,600.35,594.7,637.06,432.09,411.85,397.49,393.17,400.02,389.53,395.04,434.7,463.15
Artesanal,2000,PIANGUAS,1322.78,2312.87,1310.82,1424.49,1852,1420.99,1321.1,1272.89,1371.22,1510.37,796.44,300,1351.33
Artesanal,2000,CAMBUTE,,,,,,,,,,,,,
Artesanal,2000,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Artesanal,2000,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Artesanal,2000,ALETA TIBURON,2799.06,3069.84,3417.45,3423.08,3913.62,4142.51,3746.71,3867.7,4918.73,4625.51,4158.17,3242.02,3777.03
Artesanal,2000,FILET,493.44,737.45,1056.32,862.68,896.07,847.02,700,700,711.55,666.3,823.48,763.53,771.49
Artesanal,2000,BUCHE,,,,350,,,920,,,,,,635
Artesanal,2000,CANGREJO,250,226.72,650,,,250,250,,168.16,791.8,393.55,281.9,362.46
Artesanal,2000,C. TOT OTROS   (7),,,,,,,,,,,,,
Artesanal,2000,D. TORTUGA     (8),,,,,,,,,,,,,
Artesanal,2000,GRAN TOTAL (õ A+B+C+D),,,,,,,,,,,,,
Industrial,2000,PRIMERA GDE.,600,700,,1072.22,,,700,700,770.87,831.09,854.72,600,758.77
Industrial,2000,PRIMERA PEQ.,348.61,370.07,435.95,450.17,358.14,410.81,391.73,475.13,456.94,451.23,503.76,336.07,415.72
Industrial,2000,CLASIFICADO,326.36,397.31,467.73,553.11,439.61,480.01,419.01,416.36,366.88,434.78,417.93,315.62,419.56
Industrial,2000,CHATARRA,148.1,190.06,190.56,137.39,109.27,168.28,186.28,195.67,159.84,165.19,176.5,123.26,162.53
Industrial,2000,AGRIA COLA,317.08,350,142.05,,101.51,450,375,225,148.04,100,141.33,,235
Industrial,2000,CABRILLA,834.16,840.2,909.52,828.85,819.78,824.57,795.92,762.96,920.7,831.04,811.94,758.67,828.19
Industrial,2000,PARGO SEDA,,,650,,,,,,,,,,650
Industrial,2000,DORADO,,,,,,,,,,,,,
Industrial,2000,MARLIN BLCO.,,,,,,,,,,,,,
Industrial,2000,MARLIN ROS.,,,,,,,,,,,,,
Industrial,2000,TREACHER,,,,,,,,,,,,,
Industrial,2000,PEZ VELA,,,,,,,,,,,,,
Industrial,2000,PEZ ESPADA,,,,,,,,,,,,,
Industrial,2000,TOT PESC EVIS (1),,,,,,,,,,,,,
Industrial,2000,SARDINA,106.25,133.75,100.9,200,180,96.11,53.44,52.15,51.18,52.22,,49.24,97.75
Industrial,2000,ATUN,125.94,121.67,121.56,121.2,124.77,126.81,243.83,125.65,152.08,190.74,125.17,161.33,145.06
Industrial,2000,TOT PELAGICOS (2),,,,,,,,,,,,,
Industrial,2000,CAZON,140.2,212.56,217,199.57,172.67,199.45,203.74,209.87,202.16,204.2,204.5,131.56,191.46
Industrial,2000,POSTA,100,107.52,100,145.46,108.73,122.22,104.51,130.45,145.31,101.69,100.4,100,113.86
Industrial,2000,MACO,,,,,,,,,,,,,
Industrial,2000,TOTAL TIBURON (3),,,,,,,,,,,,,
Industrial,2000,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Industrial,2000,CAMARON BLCO.,6048.36,6246.73,6529.82,6558.07,6870.78,6656.93,7105,7137.34,7169.55,7355.49,7147.01,7471.19,6858.02
Industrial,2000,CAMARON CAFE,4959.44,5814.37,5518.5,6297.33,3559.94,,6472.34,,6061.79,7300,5492.55,5501.1,5697.74
Industrial,2000,CAMARON ROSADO,2038.98,2595,2893.31,2666.63,2665.52,2420.48,1957.82,2022.56,2173.97,2056.09,2230.1,2160.02,2323.37
Industrial,2000,CAMARON FIDEL,1259,1563.94,1627.28,955.35,805.57,1026.11,1021.61,994.55,1109.73,1164.26,1547.31,1632,1225.56
Industrial,2000,CAMARON CAMELLO,271.64,362.24,251.48,248.47,,533.84,336.15,617.24,307.56,506.45,582.6,492.01,409.97
Industrial,2000,CAMARON REAL,,600.04,,701.7,600.06,598.96,600,599.98,600.06,599.81,600.09,600.04,610.07
Industrial,2000,CAMARON TITI,1249.93,1517.21,1973.93,1429.53,987.2,1348.39,1085.6,1069.6,1126.75,1163.69,1256.22,1405.77,1301.15
Industrial,2000,TOT CAMARON   (4),,,,,,,,,,,,,
Industrial,2000,LANG PACIFICA (CTE),,,,,,4200,4200,4000,,,4000,,4100
Industrial,2000,LANG CARIBE,,,,,,,,,,,,,
Industrial,2000,TOT LANGOSTA  (5),,,,,,,,,,,,,
Industrial,2000,CALAMAR,,,,,,,,,250,,,,250
Industrial,2000,PULPO,,,,,,,,,,,,,
Industrial,2000,PIANGUAS,,,,,,,,,,,,,
Industrial,2000,CAMBUTE,,,,,,,,,,,,,
Industrial,2000,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Industrial,2000,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Industrial,2000,ALETA TIBURON,,,,,,,,,,,,,
Industrial,2000,FILET,,,,,,,,,,,,,
Industrial,2000,BUCHE,,,,,,,,,,,,,
Industrial,2000,CANGREJO,,,,,,,,,,,,,
Industrial,2000,C. TOT OTROS   (7),,,,,,,,,,,,,
Industrial,2000,D. TORTUGA     (8),,,,,,,,,,,,,
Industrial,2000,GRAN TOTAL (õ A+B+C+D),,,,,,,,,,,,,
Artesanal,2001,PRIMERA GDE.,835.86,907.66,932.82,851.8,697.98,614.7,665.82,929.09,803.59,680.16,790.05,773.63,790.26
Artesanal,2001,PRIMERA PEQ.,667.19,652.92,710.68,750.12,674.26,588.58,647.75,717.57,689.93,661.29,646.95,668.53,672.98
Artesanal,2001,CLASIFICADO,260.12,257.24,395.7,440.63,278.08,333.91,337.53,382.13,312.86,320.11,305.13,298.57,326.83
Artesanal,2001,CHATARRA,142.61,140.84,179.45,159.91,142.3,145.45,161.54,188.99,179.8,175.21,151.95,126.8,157.9
Artesanal,2001,AGRIA COLA,278.73,298.04,320.44,316.16,304.2,290.08,292.48,301.34,308.57,306.36,286.97,280.11,298.62
Artesanal,2001,CABRILLA,888.51,822.2,829.63,908.08,816.86,834.77,788.98,763.08,805.34,833.23,879.85,930.38,841.74
Artesanal,2001,PARGO SEDA,805.92,611.6,869,927.53,727.79,533.65,668.15,667.66,569.41,680.55,645.02,709.94,701.35
Artesanal,2001,DORADO,189.73,259.76,417.56,623.41,466.39,500.71,850.45,1167.94,621.9,384.42,230.26,222.82,494.61
Artesanal,2001,MARLIN BLCO.,470.16,446.12,503.92,608.1,465.44,486.64,440.7,489.41,404.45,395.06,455.26,458.43,468.64
Artesanal,2001,MARLIN ROS.,213.09,210.08,218.78,268.24,183.3,210.02,201.54,202.93,205.72,190.72,197.37,196.9,208.22
Artesanal,2001,TREACHER,105.14,113.41,224.4,158.83,122.12,115.53,121.17,112.4,103.6,130.35,108.14,118.8,127.82
Artesanal,2001,PEZ VELA,151.32,152.78,152.19,176.33,133.99,139.82,150.01,93.2,83.77,87.31,93.74,95.59,125.84
Artesanal,2001,PEZ ESPADA,1333.32,1306.1,1444.79,1432.43,1199.57,1471.45,1249.78,912.1,1399.32,1096.64,679.99,1371.89,1241.45
Artesanal,2001,TOT PESC EVIS (1),,,,,,,,,,,,,
Artesanal,2001,SARDINA,61.4,55.66,50,49.28,50,47.89,50,51.2,50,51.31,51.37,50.21,51.53
Artesanal,2001,ATUN,912.56,1133.63,1259.53,1254.28,983.61,1272.2,867.47,1033.46,892.7,897.66,570.95,1069.83,1012.32
Artesanal,2001,TOT PELAGICOS (2),,,,,,,,,,,,,
Artesanal,2001,CAZON,200.71,198.61,200.36,318.91,213.05,255.1,259.16,264.9,260.38,267.57,288.93,291.28,251.58
Artesanal,2001,POSTA,160.8,152.39,181.83,219.02,158.52,172,175.77,174.79,159.12,154.9,184.51,206.25,174.99
Artesanal,2001,MACO,141.49,114.5,200,149.69,134.4,91.12,289.47,221.33,87.84,109.51,150,147.15,153.04
Artesanal,2001,TOTAL TIBURON (3),,,,,,,,,,,,,
Artesanal,2001,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Artesanal,2001,CAMARON BLCO.,5735.92,6009.44,6013.61,5863.33,6317.83,6198.77,6003.75,4280.95,6022.9,5431.95,4765.46,3639,5523.58
Artesanal,2001,CAMARON CAFE,,,,,,,,,,,,,
Artesanal,2001,CAMARON ROSADO,,,,,,,,,,,,,
Artesanal,2001,CAMARON FIDEL,,,,,,,,,,,,,
Artesanal,2001,CAMARON CAMELLO,,,,,,,,,,,,,
Artesanal,2001,CAMARON REAL,,,,,,,,,,,,,
Artesanal,2001,CAMARON TITI,2997.79,2995.35,,,4000,2000,,,,,2267.12,2571.91,2805.36
Artesanal,2001,TOT CAMARON   (4),,,,,,,,,,,,,
Artesanal,2001,LANG PACIFICA (CTE),4394.78,4422.4,4232.67,3848.88,4690.07,5074.42,4125.76,2784.39,2578.26,2578.52,3660.09,2957.79,3779
Artesanal,2001,LANG CARIBE,2500.94,2502.46,2500,2500,2287.67,2500,2502.33,2515.32,,,,,2476.09
Artesanal,2001,TOT LANGOSTA  (5),,,,,,,,,,,,,
Artesanal,2001,CALAMAR,400,,350,328.16,244.31,197.55,225.61,215.26,177.06,184.99,186.68,182.45,244.73
Artesanal,2001,PULPO,457.47,600.13,682.7,714.81,578.23,472.08,451.29,425.19,408.43,417.3,509.68,658.35,531.31
Artesanal,2001,PIANGUAS,,300,,,,,,,,,,,300
Artesanal,2001,CAMBUTE,,,,,,,,,,,,,
Artesanal,2001,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Artesanal,2001,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Artesanal,2001,ALETA TIBURON,3543.99,4043.04,5031.74,3159.57,2878.5,3698.23,3599.77,2949.92,3293.68,2549.99,3215.92,3515.12,3456.62
Artesanal,2001,FILET,658.18,787.67,779.14,754.11,745.62,759.77,711.3,736.43,689.58,483.33,780.39,661.55,712.26
Artesanal,2001,BUCHE,,,,,,200,,,,,,,200
Artesanal,2001,CANGREJO,350,350,,400,390.13,100,106.64,130,,,100,,240.85
Artesanal,2001,C. TOT OTROS   (7),,,,,,,,,,,,,
Artesanal,2001,D. TORTUGA     (8),,,,,,,,,,,,,
Artesanal,2001,GRAN TOTAL (õ A+B+C+D),,,,,,,,,,,,,
Industrial,2001,PRIMERA GDE.,,614.4,700,660.04,633.45,,663.68,650,,,,400,617.37
Industrial,2001,PRIMERA PEQ.,392.93,424.07,547.68,411.62,330.52,390.15,503.07,506.08,479.67,408.99,302.33,395.01,424.34
Industrial,2001,CLASIFICADO,378.56,459.95,445.1,430.89,372.06,401.09,436.97,425.39,416.93,376.23,295.33,315,396.13
Industrial,2001,CHATARRA,149.4,163.89,206.28,178.7,72.12,132.8,198.86,89.57,226.86,207.41,92.68,89.85,150.7
Industrial,2001,AGRIA COLA,153.33,187.22,240.5,112.6,95.28,406.71,305.5,150,93.76,150,106.86,50,170.98
Industrial,2001,CABRILLA,793.76,807.76,898.59,1021.46,741.03,670.63,723.97,790.02,682.42,577.95,679.83,663.14,754.21
Industrial,2001,PARGO SEDA,,500,,,,,,450,,,,,475
Industrial,2001,DORADO,,,,,,,,,161.64,125,100,102.2,122.21
Industrial,2001,MARLIN BLCO.,,,,,,,,,,,,,
Industrial,2001,MARLIN ROS.,,,,,,,,,,,,,
Industrial,2001,TREACHER,,,,,,,,,,,,,
Industrial,2001,PEZ VELA,,,,,,,,,,,,,
Industrial,2001,PEZ ESPADA,,,,,,,,,,,,,
Industrial,2001,TOT PESC EVIS (1),,,,,,,,,,,,,
Industrial,2001,SARDINA,68.32,,51.57,46.23,52.31,67.53,52.03,36.25,48.32,52.7,53.49,,52.88
Industrial,2001,ATUN,120,120,184.41,199.11,133.94,243.95,276.94,225,173.93,100,110,101.7,165.75
Industrial,2001,TOT PELAGICOS (2),,,,,,,,,,,,,
Industrial,2001,CAZON,158.21,110.08,201.84,185.55,143.43,189.99,178.34,204.25,165.75,162.17,152.71,81.64,161.16
Industrial,2001,POSTA,100,100,111.85,115.22,100,100,150,177.2,134.34,,80,75.58,113.11
Industrial,2001,MACO,,,,,,,,,,,,,
Industrial,2001,TOTAL TIBURON (3),,,,,,,,,,,,,
Industrial,2001,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Industrial,2001,CAMARON BLCO.,7245.98,7290.71,7000.98,7387.83,7211.56,6370.98,6962.29,6838.28,6309.3,5518.19,5569.68,5375.23,6590.08
Industrial,2001,CAMARON CAFE,6926.57,6048.96,6780.46,3872.73,,,6634.62,6661.93,4678.04,6259.44,4792.46,5183.82,5783.9
Industrial,2001,CAMARON ROSADO,2483.86,2291.22,2613.22,1983.25,2602.47,2026.88,2036.79,2112.21,2140.84,1967.8,2218.04,2345.9,2235.21
Industrial,2001,CAMARON FIDEL,1854.83,1776.5,1913.32,1842.27,1509.82,1444.83,1647.62,1643.35,1528.88,1312.46,1199.72,1210.24,1573.65
Industrial,2001,CAMARON CAMELLO,551.33,567.23,592.31,680.83,552.69,724.3,414.25,457.52,479.35,407.73,537.77,583.58,545.74
Industrial,2001,CAMARON REAL,599.97,,,600.07,,,,687.32,600.1,599.97,,599.99,614.57
Industrial,2001,CAMARON TITI,1862.53,1569.63,1389.47,1391.29,1075.21,1149.22,1167.84,1297.95,1044.56,799.22,715.33,691.09,1179.45
Industrial,2001,TOT CAMARON   (4),,,,,,,,,,,,,
Industrial,2001,LANG PACIFICA (CTE),,,,,1500,4024.39,,4000,,,,5531.53,3763.98
Industrial,2001,LANG CARIBE,,,,,,,,,,,,,
Industrial,2001,TOT LANGOSTA  (5),,,,,,,,,,,,,
Industrial,2001,CALAMAR,,,,,,,,,,,,,
Industrial,2001,PULPO,,,,,,,,,,,,,
Industrial,2001,PIANGUAS,,,,,,,,,,,,,
Industrial,2001,CAMBUTE,,,,,,,,,,,,,
Industrial,2001,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Industrial,2001,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Industrial,2001,ALETA TIBURON,,,,,,,,,,,,,
Industrial,2001,FILET,,,,,,,,,,,,,
Industrial,2001,BUCHE,,,,,,,,,,,,,
Industrial,2001,CANGREJO,,,,250,,,,,,,,500.13,375.07
Artesanal,2002,PRIMERA GDE.,845.53,943.96,1049.87,984.23,725.03,630.65,649.82,710.98,795.93,809.94,874.2,914.2,827.86
Artesanal,2002,PRIMERA PEQ.,758.52,743,917.54,889.75,743.98,703.19,681.67,792.37,799.61,806.4,803.55,835.2,789.57
Artesanal,2002,CLASIFICADO,274.1,312.48,406.31,479.7,410.63,380.43,359.78,450.04,475.18,475.57,457.9,410.43,407.71
Artesanal,2002,CHATARRA,159.36,188.67,167.04,150.53,162.45,132.63,155.34,185.36,169.99,185.16,239.21,226.73,176.87
Artesanal,2002,AGRIA COLA,301.21,311.25,337.1,290.96,305.17,276.87,284.12,288.32,300.15,305.1,316.2,315.27,302.64
Artesanal,2002,CABRILLA,937.77,821.71,991.79,986.32,848.95,768.81,803.55,930.57,884.44,898.47,960.52,853.29,890.52
Artesanal,2002,PARGO SEDA,771.04,683.26,883.06,762.59,643.89,776.4,668.72,773.18,678.77,793.48,727.43,822.29,748.68
Artesanal,2002,DORADO,282.43,521.14,742.43,874.86,950.72,1155.86,1496.82,1399.52,1040.02,591.28,371.69,448.61,822.95
Artesanal,2002,MARLIN BLCO.,517.75,666.2,634.44,817.86,764.45,699.81,596.87,547.46,557.07,533.88,541.97,571.6,620.78
Artesanal,2002,MARLIN ROS.,212.76,259.14,251.97,250.28,211.26,186.41,262.68,202.92,223.25,225.97,225.37,259.15,230.93
Artesanal,2002,TREACHER,113.39,150.15,148.42,146.28,122.09,119.33,126.87,109.6,128.11,562.42,104.67,170.46,166.82
Artesanal,2002,PEZ VELA,94.25,105.06,161.47,142.88,112.99,113.89,108.87,133.83,119.42,129.48,172.18,112.92,125.6
Artesanal,2002,PEZ ESPADA,2002.15,1558.47,1244.06,1433.67,1593.35,1455.2,1485.58,1426.24,1209.85,907.66,1395.49,1471.09,1431.9
Artesanal,2002,TOT PESC EVIS (1),,,,,,,,,,,,,
Artesanal,2002,SARDINA,138.09,57.13,53.07,80.93,159.1,50,127.68,31.52,97.41,68.07,168.17,42.47,89.47
Artesanal,2002,ATUN,1214.13,1244.36,1215.71,1284.97,1066,1282.44,1590.99,1778.67,1186.38,903.73,1101.83,1496.55,1280.48
Artesanal,2002,TOT PELAGICOS (2),,,,,,,,,,,,,
Artesanal,2002,CAZON,300.49,314.62,262,286.99,372.2,286.32,391.45,410.18,425.09,413.52,386.48,344.59,349.49
Artesanal,2002,POSTA,128.68,262.29,169,218.69,193.49,204.7,249.65,194.55,266.52,216.25,206.47,255.96,213.85
Artesanal,2002,MACO,114.06,137.46,181.03,182.71,150,150,,108.36,117.64,150,100.76,126.89,138.08
Artesanal,2002,TOTAL TIBURON (3),,,,,,,,,,,,,
Artesanal,2002,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Artesanal,2002,CAMARON BLCO.,4063.76,4348.87,4554.71,4710.78,4711.92,4597.48,4684.41,4529.95,4441.29,4389.75,4483.95,4181.93,4474.9
Artesanal,2002,CAMARON CAFE,,,,,,,,,,,,,
Artesanal,2002,CAMARON ROSADO,,,,,,,,,,,,,
Artesanal,2002,CAMARON FIDEL,,,,,,,,,,,,,
Artesanal,2002,CAMARON CAMELLO,,,,,,,,,,,,,
Artesanal,2002,CAMARON REAL,,,,,,,,,,,,,
Artesanal,2002,CAMARON TITI,977.95,,,,,1000,,1054.64,617.19,,,,912.45
Artesanal,2002,TOT CAMARON   (4),,,,,,,,,,,,,
Artesanal,2002,LANG PACIFICA (CTE),3689.79,3389.63,3805.96,3806.32,2969.24,2787.56,3351.16,3510.63,2968,3908.67,3324.36,4473.24,3498.71
Artesanal,2002,LANG CARIBE,,,,,,,,,,,,,
Artesanal,2002,TOT LANGOSTA  (5),,,,,,,,,,,,,
Artesanal,2002,CALAMAR,175.06,235.66,303.27,170.29,225.27,172.71,100,178.3,161.48,166.16,198.29,181.75,189.02
Artesanal,2002,PULPO,862.13,977.67,1055.31,1281.91,1267.88,904.71,649.49,690.04,728.19,774.23,818.39,1078.49,924.04
Artesanal,2002,PIANGUAS,1215.14,1220.99,1522.97,1319.7,1319.7,1644.07,1759.8,1400.15,1559.92,1350.7,1364.67,2666.66,1528.71
Artesanal,2002,CAMBUTE,,,,,,,,,,,,,
Artesanal,2002,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Artesanal,2002,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Artesanal,2002,ALETA TIBURON,2218.35,3730.19,2606.31,2670.77,4023.15,2900.15,3454.32,2248.49,3704.56,3770.79,3505.63,3219.11,3170.99
Artesanal,2002,FILET,560.32,771.3,823.39,782.03,784.74,752.7,653.65,780.41,746.83,790.48,821.4,800.59,755.65
Artesanal,2002,BUCHE,,,2000,,,,,,,,,,2000
Artesanal,2002,CANGREJO,,200,,,400,250,227.57,,177.5,204.77,346.72,393.6,275.02
Artesanal,2002,C. TOT OTROS   (7),,,,,,,,,,,,,
Artesanal,2002,D. TORTUGA     (8),,,,,,,,,,,,,
Artesanal,2002,GRAN TOTAL (õ A+B+C+D),,,,,,,,,,,,,
Industrial,2002,PRIMERA GDE.,688.89,904.88,882.23,581.58,650,747.83,,800,801.61,750,750,1000,777.91
Industrial,2002,PRIMERA PEQ.,464.6,502.69,621.07,534.03,434.96,393.52,460.33,480,579.06,512.47,403.89,672.74,504.95
Industrial,2002,CLASIFICADO,381.97,363.47,445.83,441.59,391.04,355.76,388.55,372.73,363.13,402.44,418.45,423.98,395.75
Industrial,2002,CHATARRA,157.57,214.67,218.44,271.83,173.8,109.43,176.44,143.42,117.91,141.59,138.75,140.07,166.99
Industrial,2002,AGRIA COLA,,242.35,246.74,188.46,353.72,65.12,269.16,387.41,72.52,714.05,129.23,,266.88
Industrial,2002,CABRILLA,672.26,602.36,731.47,793.23,654.54,593.7,654.35,740.89,542.54,710.42,631.36,687.6,667.89
Industrial,2002,PARGO SEDA,,,650,562.29,300.29,,,,,,,,504.19
Industrial,2002,DORADO,203.4,100.04,250,,83.46,120,390.51,500,600,351.52,414.15,,301.31
Industrial,2002,MARLIN BLCO.,,,,,,,,,,,,,
Industrial,2002,MARLIN ROS.,,,,,,,,,,,,,
Industrial,2002,TREACHER,,,,,,,,,,,,,
Industrial,2002,PEZ VELA,,,,,,,,,,,,,
Industrial,2002,PEZ ESPADA,,,,,,,,,,,,,
Industrial,2002,TOT PESC EVIS (1),,,,,,,,,,,,,
Industrial,2002,SARDINA,48.69,58.58,47.34,53.58,53.49,54.21,53.47,54.37,52.44,53.1,51.45,53.64,52.86
Industrial,2002,ATUN,100,111.83,200,125,109.41,136.33,225.5,138.86,240,225,161.38,149.99,160.28
Industrial,2002,TOT PELAGICOS (2),,,,,,,,,,,,,
Industrial,2002,CAZON,163.67,216.56,225.38,243.93,212.61,189.15,201.18,238.43,193.18,184.89,173.49,205.31,203.98
Industrial,2002,POSTA,141.17,100,125,100,76.42,89.53,114.17,63.49,184.28,125,109.22,100,110.69
Industrial,2002,MACO,,,,,,,,,,,,,
Industrial,2002,TOTAL TIBURON (3),,,,,,,,,,,,,
Industrial,2002,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Industrial,2002,CAMARON BLCO.,5369.2,5434.5,5576.32,5550.17,5686.07,5674.59,5497.11,5645.55,5602.68,5435.47,5736.14,5635.37,5570.26
Industrial,2002,CAMARON CAFE,5500,5211.71,5494.46,,2194.4,5700,,5263.94,5554.73,5516.61,5592.81,5221.43,5125.01
Industrial,2002,CAMARON ROSADO,2399.06,2549.66,2570.95,2290.88,2087.48,1925.38,2034.54,1967.02,2047.6,2073.9,2188.74,2175.21,2192.54
Industrial,2002,CAMARON FIDEL,1281.05,1443.36,1734.9,1384.61,1069.82,1184.01,1293.13,1200.7,1306.34,1337.41,1311.86,1584.64,1344.32
Industrial,2002,CAMARON CAMELLO,564.68,364.1,324.66,492.25,410.46,557.14,448.68,433.39,546.49,617.32,755.75,682.16,516.42
Industrial,2002,CAMARON REAL,599.97,,,,,,600.01,600,650.56,599.83,695.14,599.99,620.79
Industrial,2002,CAMARON TITI,827.52,1188.17,1517.17,1441.45,1136.77,885.38,1042.56,1081.76,1017.38,819.84,697.79,886.79,1045.22
Industrial,2002,TOT CAMARON   (4),,,,,,,,,,,,,
Industrial,2002,LANG PACIFICA (CTE),,,,,,3676.47,4500,,,4184.21,,,4120.23
Industrial,2002,LANG CARIBE,,,,,,,,,,,,,
Industrial,2002,TOT LANGOSTA  (5),,,,,,,,,,,,,
Industrial,2002,CALAMAR,,,,,,,,,,,,,
Industrial,2002,PULPO,,,,,,,,,,,,,
Industrial,2002,PIANGUAS,,,,,,,,,,,,,
Industrial,2002,CAMBUTE,,,,,,,,,,,,,
Industrial,2002,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Industrial,2002,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Industrial,2002,ALETA TIBURON,,,,,,,,,,,,,
Industrial,2002,FILET,,,,,,,,,,,,,
Industrial,2002,BUCHE,,,,,,,,,,,,,
Industrial,2002,CANGREJO,,,319.18,373.33,,350,,,,,,,347.5
Artesanal,2003,PRIMERA GDE.,979.29,1011.15,1065.35,1018.77,726.76,686.82,737.48,722.09,981.69,1152.88,917.95,902.86,908.59
Artesanal,2003,PRIMERA PEQ.,858.4,851.55,912.54,939.69,847.41,799.3,784.17,791.21,846.13,885.6,837.7,802.69,846.37
Artesanal,2003,CLASIFICADO,481.82,505.34,489.92,523.6,450.67,518.83,459.54,506.68,568.67,596.67,543.93,495.4,511.76
